,temperature,time,ctwl/nm,thresh/dBm,notch/dB,reflection/%
952,419.9,2022/8/23 8:22,1538.8395,-58.2538,0.1588,3.590462378
953,419.2,2022/8/23 8:23,1538.8352,-58.2543,0.1596,3.608220035
954,418.5,2022/8/23 8:23,1538.8209,-58.2436,0.1591,3.597121883
955,417.7,2022/8/23 8:24,1538.8101,-58.2582,0.1586,3.586022452
956,417,2022/8/23 8:24,1538.7994,-58.251,0.1581,3.574921744
957,416.3,2022/8/23 8:25,1538.792,-58.2437,0.155,3.506068819
958,415.6,2022/8/23 8:25,1538.7784,-58.2507,0.1555,3.517177454
959,414.9,2022/8/23 8:26,1538.7725,-58.2537,0.1551,3.508290649
960,414.1,2022/8/23 8:26,1538.758,-58.2558,0.1548,3.501625007
961,413.4,2022/8/23 8:27,1538.7513,-58.2584,0.1572,3.554937248
962,412.7,2022/8/23 8:27,1538.7379,-58.2742,0.1547,3.499403025
963,412,2022/8/23 8:28,1538.727,-58.2651,0.1547,3.499403025
964,411.3,2022/8/23 8:28,1538.7137,-58.282,0.1582,3.577141988
965,410.6,2022/8/23 8:29,1538.7091,-58.2748,0.1529,3.459398584
966,409.9,2022/8/23 8:29,1538.6971,-58.2902,0.1544,3.492736769
967,409.2,2022/8/23 8:30,1538.688,-58.2876,0.1525,3.450506457
968,408.5,2022/8/23 8:30,1538.6779,-58.2798,0.1532,3.466067143
969,407.8,2022/8/23 8:31,1538.6686,-58.276,0.1548,3.501625007
970,407.1,2022/8/23 8:31,1538.658,-58.2714,0.1531,3.463844341
971,406.4,2022/8/23 8:32,1538.6474,-58.2748,0.1535,3.47273524
972,405.7,2022/8/23 8:32,1538.636,-58.2858,0.1521,3.44161351
973,405,2022/8/23 8:33,1538.6271,-58.2915,0.1526,3.452729566
974,404.4,2022/8/23 8:33,1538.6189,-58.2842,0.152,3.439390146
975,403.7,2022/8/23 8:34,1538.6065,-58.2933,0.1483,3.357089655
976,403,2022/8/23 8:34,1538.5985,-58.3044,0.152,3.439390146
977,402.3,2022/8/23 8:35,1538.5883,-58.3085,0.1517,3.432719745
978,401.6,2022/8/23 8:35,1538.5778,-58.3126,0.1495,3.383789389
979,401,2022/8/23 8:36,1538.5674,-58.3132,0.1488,3.368215441
980,400.3,2022/8/23 8:36,1538.5586,-58.2897,0.1473,3.33483424
981,399.6,2022/8/23 8:37,1538.5474,-58.2974,0.1493,3.379339946
982,398.9,2022/8/23 8:37,1538.5352,-58.3176,0.1494,3.381564693
983,398.2,2022/8/23 8:38,1538.5277,-58.3034,0.1471,3.330382542
984,397.6,2022/8/23 8:38,1538.5181,-58.2957,0.1472,3.332608417
985,396.9,2022/8/23 8:39,1538.5091,-58.3068,0.1447,3.276946174
986,396.2,2022/8/23 8:39,1538.5017,-58.3141,0.1469,3.325930639
987,395.6,2022/8/23 8:40,1538.4896,-58.3198,0.1488,3.368215441
988,394.9,2022/8/23 8:40,1538.4815,-58.3267,0.1469,3.325930639
989,394.3,2022/8/23 8:41,1538.4723,-58.33,0.1476,3.341511403
990,393.6,2022/8/23 8:41,1538.4627,-58.3365,0.1485,3.361540123
991,392.9,2022/8/23 8:42,1538.4538,-58.334,0.1461,3.308120978
992,392.3,2022/8/23 8:42,1538.4423,-58.3375,0.1485,3.361540123
993,391.6,2022/8/23 8:43,1538.4332,-58.3334,0.1475,3.339285733
994,391,2022/8/23 8:43,1538.4221,-58.3255,0.1442,3.26580988
995,390.3,2022/8/23 8:44,1538.4146,-58.3102,0.1468,3.323704611
996,389.7,2022/8/23 8:44,1538.4058,-58.3311,0.1435,3.250216914
997,389,2022/8/23 8:45,1538.3992,-58.3281,0.1471,3.330382542
998,388.4,2022/8/23 8:45,1538.3907,-58.3328,0.1438,3.256899921
999,387.7,2022/8/23 8:46,1538.3788,-58.3286,0.1434,3.247989142
1000,387.1,2022/8/23 8:46,1538.3696,-58.3398,0.1459,3.303668049
1001,386.4,2022/8/23 8:47,1538.3633,-58.3264,0.1465,3.317026219
1002,385.8,2022/8/23 8:47,1538.353,-58.3422,0.1452,3.288081186
1003,385.2,2022/8/23 8:48,1538.3442,-58.354,0.1465,3.317026219
1004,384.5,2022/8/23 8:48,1538.3341,-58.3512,0.1437,3.254672303
1005,383.9,2022/8/23 8:49,1538.3259,-58.3446,0.1451,3.285854286
1006,383.3,2022/8/23 8:49,1538.3179,-58.3524,0.1438,3.256899921
1007,382.6,2022/8/23 8:50,1538.3048,-58.3593,0.1429,3.236849514
1008,382,2022/8/23 8:50,1538.3004,-58.3456,0.1451,3.285854286
1009,381.4,2022/8/23 8:51,1538.2922,-58.3482,0.1428,3.234621434
1010,380.7,2022/8/23 8:51,1538.2829,-58.3586,0.1455,3.294761578
1011,380.1,2022/8/23 8:52,1538.2726,-58.3534,0.1429,3.236849514
1012,379.5,2022/8/23 8:52,1538.2669,-58.3572,0.1436,3.252444634
1013,378.8,2022/8/23 8:53,1538.2551,-58.3685,0.1411,3.196736232
1014,378.2,2022/8/23 8:53,1538.2449,-58.3735,0.1424,3.225708603
1015,377.6,2022/8/23 8:54,1538.2375,-58.3675,0.1438,3.256899921
1016,377,2022/8/23 8:54,1538.2286,-58.3715,0.1426,3.230165121
1017,376.4,2022/8/23 8:55,1538.2177,-58.3749,0.1425,3.227936888
1018,375.8,2022/8/23 8:55,1538.2098,-58.3808,0.1432,3.243533445
1019,375.1,2022/8/23 8:56,1538.2015,-58.3678,0.1435,3.250216914
1020,374.5,2022/8/23 8:56,1538.191,-58.3875,0.1433,3.245761319
1021,373.9,2022/8/23 8:57,1538.1859,-58.3643,0.1389,3.147686304
1022,373.3,2022/8/23 8:57,1538.1731,-58.3997,0.1422,3.22125188
1023,372.7,2022/8/23 8:58,1538.1658,-58.3794,0.1403,3.178902769
1024,372.1,2022/8/23 8:58,1538.1561,-58.3794,0.1421,3.219023441
1025,371.5,2022/8/23 8:59,1538.1485,-58.3861,0.1388,3.145456171
1026,370.9,2022/8/23 8:59,1538.1405,-58.4069,0.141,3.194507229
1027,370.3,2022/8/23 9:00,1538.133,-58.3899,0.1428,3.234621434
1028,369.7,2022/8/23 9:00,1538.1249,-58.3988,0.1418,3.212337817
1029,369.1,2022/8/23 9:01,1538.1142,-58.3889,0.1445,3.27249181
1030,368.5,2022/8/23 9:01,1538.1079,-58.3929,0.1443,3.268037241
1031,367.9,2022/8/23 9:02,1538.0976,-58.4028,0.1422,3.22125188
1032,367.3,2022/8/23 9:02,1538.0925,-58.3814,0.1405,3.183361443
1033,366.7,2022/8/23 9:03,1538.0826,-58.3805,0.1404,3.181132132
1034,366.1,2022/8/23 9:03,1538.0774,-58.3812,0.1384,3.136535127
1035,365.5,2022/8/23 9:04,1538.0651,-58.3902,0.1393,3.156606321
1036,364.9,2022/8/23 9:04,1538.0574,-58.3827,0.1384,3.136535127
1037,364.3,2022/8/23 9:05,1538.0474,-58.3925,0.1395,3.161066021
1038,363.7,2022/8/23 9:05,1538.0403,-58.3966,0.1393,3.156606321
1039,363.1,2022/8/23 9:06,1538.0337,-58.4108,0.1398,3.167755187
1040,362.5,2022/8/23 9:06,1538.0253,-58.4104,0.1382,3.132074297
1041,362,2022/8/23 9:07,1538.0184,-58.403,0.1379,3.125382667
1042,361.3,2022/8/23 9:07,1538.0096,-58.4049,0.1388,3.145456171
1043,360.8,2022/8/23 9:08,1537.9992,-58.4011,0.1376,3.118690574
1044,360.2,2022/8/23 9:08,1537.9905,-58.4069,0.1367,3.098611523
1045,359.6,2022/8/23 9:09,1537.9839,-58.3974,0.1398,3.167755187
1046,359,2022/8/23 9:09,1537.977,-58.405,0.1376,3.118690574
1047,358.4,2022/8/23 9:10,1537.9681,-58.4054,0.1369,3.103073894
1048,357.9,2022/8/23 9:10,1537.9612,-58.4115,0.1367,3.098611523
1049,357.3,2022/8/23 9:11,1537.9513,-58.4091,0.1369,3.103073894
1050,356.7,2022/8/23 9:11,1537.9425,-58.4132,0.1345,3.049511875
1051,356.1,2022/8/23 9:12,1537.9358,-58.4203,0.1389,3.147686304
1052,355.6,2022/8/23 9:12,1537.9292,-58.4334,0.1382,3.132074297
1053,355,2022/8/23 9:13,1537.9185,-58.4177,0.1387,3.143225987
1054,354.5,2022/8/23 9:13,1537.9142,-58.4132,0.1368,3.100842734
1055,353.9,2022/8/23 9:14,1537.9047,-58.4229,0.1359,3.080759983
1056,353.3,2022/8/23 9:14,1537.8947,-58.4201,0.1378,3.123152021
1057,352.8,2022/8/23 9:15,1537.8854,-58.4223,0.1352,3.065137188
1058,352.2,2022/8/23 9:15,1537.8783,-58.4123,0.14,3.172214374
1059,351.6,2022/8/23 9:16,1537.8708,-58.4322,0.1374,3.114228922
1060,351.1,2022/8/23 9:16,1537.8631,-58.4237,0.1354,3.069601101
1061,350.5,2022/8/23 9:17,1537.8565,-58.4256,0.1373,3.111998019
1062,349.9,2022/8/23 9:17,1537.8462,-58.4353,0.136,3.082991605
1063,349.4,2022/8/23 9:18,1537.839,-58.4349,0.1401,3.17444389
1064,348.8,2022/8/23 9:18,1537.8325,-58.4361,0.1372,3.109767065
1065,348.2,2022/8/23 9:19,1537.8213,-58.4561,0.1385,3.138765465
1066,347.7,2022/8/23 9:19,1537.8157,-58.4548,0.1377,3.120921323
1067,347.1,2022/8/23 9:20,1537.8096,-58.4418,0.1383,3.134304738
1068,346.6,2022/8/23 9:20,1537.7997,-58.4431,0.1385,3.138765465
1069,346,2022/8/23 9:21,1537.7934,-58.4485,0.138,3.127613262
1070,345.5,2022/8/23 9:21,1537.7844,-58.4373,0.1397,3.165525516
1071,344.9,2022/8/23 9:22,1537.7782,-58.43,0.1393,3.156606321
1072,344.4,2022/8/23 9:22,1537.7714,-58.4429,0.1344,3.047279482
1073,343.9,2022/8/23 9:23,1537.7636,-58.4345,0.137,3.105305002
1074,343.3,2022/8/23 9:23,1537.7537,-58.4335,0.1373,3.111998019
1075,342.7,2022/8/23 9:24,1537.7485,-58.4387,0.1377,3.120921323
1076,342.2,2022/8/23 9:24,1537.7409,-58.4542,0.1344,3.047279482
1077,341.7,2022/8/23 9:25,1537.7328,-58.453,0.1341,3.040581994
1078,341.1,2022/8/23 9:25,1537.7256,-58.4614,0.1347,3.053976507
1079,340.6,2022/8/23 9:26,1537.717,-58.444,0.1365,3.094148946
1080,340,2022/8/23 9:26,1537.7089,-58.4479,0.1367,3.098611523
1081,339.5,2022/8/23 9:27,1537.7039,-58.4411,0.1368,3.100842734
1082,339,2022/8/23 9:27,1537.6957,-58.4531,0.1362,3.087454696
1083,338.4,2022/8/23 9:28,1537.6867,-58.4521,0.1374,3.114228922
1084,337.9,2022/8/23 9:28,1537.6804,-58.4378,0.1373,3.111998019
1085,337.4,2022/8/23 9:29,1537.6715,-58.4555,0.1375,3.116459774
1086,336.8,2022/8/23 9:29,1537.6663,-58.4683,0.1362,3.087454696
1087,336.3,2022/8/23 9:30,1537.6575,-58.4523,0.139,3.149916385
1088,335.8,2022/8/23 9:30,1537.651,-58.4633,0.1368,3.100842734
1089,335.2,2022/8/23 9:31,1537.6436,-58.4703,0.1369,3.103073894
1090,334.7,2022/8/23 9:31,1537.6344,-58.4744,0.1375,3.116459774
1091,334.2,2022/8/23 9:32,1537.629,-58.4706,0.1375,3.116459774
1092,333.7,2022/8/23 9:32,1537.6212,-58.4633,0.135,3.06067307
1093,333.2,2022/8/23 9:33,1537.6153,-58.4621,0.1366,3.09638026
1094,332.6,2022/8/23 9:33,1537.6081,-58.4666,0.1359,3.080759983
1095,332.1,2022/8/23 9:34,1537.6012,-58.4651,0.1358,3.078528309
1096,331.5,2022/8/23 9:34,1537.5936,-58.4566,0.1376,3.118690574
1097,331,2022/8/23 9:35,1537.586,-58.4651,0.1382,3.132074297
1098,330.5,2022/8/23 9:35,1537.5784,-58.4565,0.1362,3.087454696
1099,330,2022/8/23 9:36,1537.5692,-58.4677,0.1367,3.098611523
1100,329.5,2022/8/23 9:36,1537.5624,-58.4618,0.1368,3.100842734
1101,329,2022/8/23 9:37,1537.5554,-58.4715,0.1358,3.078528309
1102,328.5,2022/8/23 9:37,1537.5511,-58.4681,0.1359,3.080759983
1103,327.9,2022/8/23 9:38,1537.5413,-58.4806,0.1338,3.033884043
1104,327.4,2022/8/23 9:38,1537.5351,-58.4867,0.1354,3.069601101
1105,326.9,2022/8/23 9:39,1537.5298,-58.4786,0.1352,3.065137188
1106,326.4,2022/8/23 9:39,1537.5212,-58.4974,0.1332,3.020486754
1107,325.9,2022/8/23 9:40,1537.5159,-58.476,0.1346,3.051744217
1108,325.4,2022/8/23 9:40,1537.5067,-58.4656,0.1341,3.040581994
1109,324.9,2022/8/23 9:41,1537.5012,-58.4766,0.1365,3.094148946
1110,324.4,2022/8/23 9:41,1537.4923,-58.4687,0.1364,3.091917581
1111,323.9,2022/8/23 9:42,1537.4845,-58.4782,0.1377,3.120921323
1112,323.4,2022/8/23 9:42,1537.4827,-58.4778,0.1351,3.062905155
1113,322.8,2022/8/23 9:43,1537.4759,-58.4892,0.1356,3.074064808
1114,322.3,2022/8/23 9:43,1537.4663,-58.5,0.1359,3.080759983
1115,321.8,2022/8/23 9:44,1537.4574,-58.493,0.136,3.082991605
1116,321.3,2022/8/23 9:44,1537.4493,-58.4913,0.1359,3.080759983
1117,320.8,2022/8/23 9:45,1537.4445,-58.4908,0.1378,3.123152021
1118,320.3,2022/8/23 9:45,1537.4339,-58.5033,0.1348,3.056208746
1119,319.9,2022/8/23 9:46,1537.4281,-58.4883,0.1354,3.069601101
1120,319.4,2022/8/23 9:46,1537.4215,-58.4829,0.1354,3.069601101
1121,318.9,2022/8/23 9:47,1537.4166,-58.4768,0.1355,3.07183298
1122,318.3,2022/8/23 9:47,1537.4084,-58.4977,0.1387,3.143225987
1123,317.9,2022/8/23 9:48,1537.4054,-58.4835,0.1374,3.114228922
1124,317.4,2022/8/23 9:48,1537.3973,-58.4949,0.1352,3.065137188
1125,316.9,2022/8/23 9:49,1537.3891,-58.4932,0.1376,3.118690574
1126,316.4,2022/8/23 9:49,1537.3823,-58.5093,0.1367,3.098611523
1127,315.9,2022/8/23 9:50,1537.3781,-58.489,0.1368,3.100842734
1128,315.4,2022/8/23 9:50,1537.3676,-58.4985,0.1354,3.069601101
1129,314.9,2022/8/23 9:51,1537.3619,-58.5084,0.1356,3.074064808
1130,314.5,2022/8/23 9:51,1537.359,-58.4978,0.1375,3.116459774
1131,314,2022/8/23 9:52,1537.3478,-58.5008,0.1365,3.094148946
1132,313.5,2022/8/23 9:52,1537.3414,-58.5036,0.1365,3.094148946
1133,313,2022/8/23 9:53,1537.3356,-58.4964,0.134,3.038349395
1134,312.5,2022/8/23 9:53,1537.3285,-58.4894,0.135,3.06067307
1135,312,2022/8/23 9:54,1537.3236,-58.4953,0.1356,3.074064808
1136,311.6,2022/8/23 9:54,1537.3176,-58.4906,0.1343,3.045047037
1137,311.1,2022/8/23 9:55,1537.3087,-58.5054,0.135,3.06067307
1138,310.6,2022/8/23 9:55,1537.305,-58.4985,0.138,3.127613262
1139,310.1,2022/8/23 9:56,1537.2967,-58.5124,0.1379,3.125382667
1140,309.7,2022/8/23 9:56,1537.2911,-58.5195,0.1365,3.094148946
1141,309.2,2022/8/23 9:57,1537.285,-58.5209,0.1368,3.100842734
1142,308.7,2022/8/23 9:57,1537.277,-58.5069,0.1371,3.107536059
1143,308.2,2022/8/23 9:58,1537.2705,-58.5145,0.1358,3.078528309
1144,307.7,2022/8/23 9:58,1537.264,-58.5114,0.1348,3.056208746
1145,307.3,2022/8/23 9:59,1537.2561,-58.5037,0.1366,3.09638026
1146,306.8,2022/8/23 9:59,1537.2489,-58.5231,0.1342,3.042814541
1147,306.3,2022/8/23 10:00,1537.245,-58.501,0.137,3.105305002
1148,305.9,2022/8/23 10:00,1537.2396,-58.5091,0.1369,3.103073894
1149,305.4,2022/8/23 10:01,1537.2337,-58.5006,0.1359,3.080759983
1150,304.9,2022/8/23 10:01,1537.2249,-58.5133,0.1347,3.053976507
1151,304.5,2022/8/23 10:02,1537.2195,-58.508,0.1357,3.076296584
1152,304.1,2022/8/23 10:02,1537.214,-58.5356,0.1335,3.02718563
1153,303.5,2022/8/23 10:03,1537.2065,-58.5223,0.1365,3.094148946
1154,303,2022/8/23 10:03,1537.2044,-58.5345,0.1339,3.036116745
1155,302.6,2022/8/23 10:04,1537.1971,-58.5183,0.1341,3.040581994
1156,302.1,2022/8/23 10:04,1537.1869,-58.5216,0.1357,3.076296584
1157,301.6,2022/8/23 10:05,1537.1869,-58.5175,0.1344,3.047279482
1158,301.2,2022/8/23 10:05,1537.1776,-58.5209,0.136,3.082991605
1159,300.7,2022/8/23 10:06,1537.1691,-58.5208,0.1336,3.029418486
1160,300.3,2022/8/23 10:06,1537.167,-58.5258,0.1345,3.049511875
1161,299.8,2022/8/23 10:07,1537.1595,-58.5259,0.1328,3.011554199
1162,299.3,2022/8/23 10:07,1537.1485,-58.5303,0.1338,3.033884043
1163,298.9,2022/8/23 10:08,1537.1443,-58.5317,0.1303,2.955707089
1164,298.5,2022/8/23 10:08,1537.1409,-58.5416,0.1323,3.000387349
1165,298,2022/8/23 10:09,1537.1329,-58.547,0.1323,3.000387349
1166,297.6,2022/8/23 10:09,1537.1286,-58.5413,0.1315,2.982517714
1167,297.1,2022/8/23 10:10,1537.1225,-58.531,0.1317,2.986985431
1168,296.7,2022/8/23 10:10,1537.1159,-58.5432,0.1322,2.998153825
1169,296.2,2022/8/23 10:11,1537.1101,-58.5436,0.1314,2.980283778
1170,295.8,2022/8/23 10:11,1537.1036,-58.5592,0.1304,2.957941591
1171,295.3,2022/8/23 10:12,1537.0991,-58.5271,0.1299,2.946768568
1172,294.8,2022/8/23 10:12,1537.0885,-58.5337,0.1319,2.991452943
1173,294.4,2022/8/23 10:13,1537.0893,-58.5279,0.1322,2.998153825
1174,293.9,2022/8/23 10:13,1537.0793,-58.5354,0.1333,3.022719764
1175,293.5,2022/8/23 10:14,1537.0746,-58.5273,0.1322,2.998153825
1176,293,2022/8/23 10:14,1537.0677,-59.0806,0.1308,2.966879083
1177,292.6,2022/8/23 10:15,1537.0619,-59.1803,0.133,3.016020579
1178,292.1,2022/8/23 10:15,1537.0575,-59.2345,0.1321,2.995920249
1179,291.7,2022/8/23 10:16,1537.0528,-59.2543,0.1338,3.033884043
1180,291.3,2022/8/23 10:16,1537.0478,-59.2433,0.1312,2.975815752
1181,290.8,2022/8/23 10:17,1537.0431,-59.2375,0.1317,2.986985431
1182,290.4,2022/8/23 10:17,1537.0348,-59.2487,0.1333,3.022719764
1183,289.9,2022/8/23 10:18,1537.0284,-59.2485,0.1329,3.013787415
1184,289.5,2022/8/23 10:18,1537.021,-59.2884,0.1296,2.940064137
1185,289,2022/8/23 10:19,1537.0172,-59.2962,0.1327,3.009320932
1186,288.6,2022/8/23 10:19,1537.0081,-59.3034,0.1284,2.91324178
1187,288.2,2022/8/23 10:20,1537.0042,-59.2916,0.1342,3.042814541
1188,287.7,2022/8/23 10:20,1536.9983,-59.283,0.1315,2.982517714
1189,287.3,2022/8/23 10:21,1536.991,-59.2903,0.1312,2.975815752
1190,286.9,2022/8/23 10:21,1536.9902,-59.3034,0.1313,2.978049791
1191,286.4,2022/8/23 10:22,1536.9816,-59.3062,0.1306,2.96241044
1192,286,2022/8/23 10:22,1536.9777,-59.2981,0.1315,2.982517714
1193,285.6,2022/8/23 10:23,1536.9726,-59.304,0.1304,2.957941591
1194,285.1,2022/8/23 10:23,1536.9642,-59.296,0.1283,2.911006249
1195,284.7,2022/8/23 10:24,1536.9604,-59.2893,0.1294,2.935594259
1196,284.3,2022/8/23 10:24,1536.9515,-59.2973,0.1301,2.951237932
1197,283.8,2022/8/23 10:25,1536.9497,-59.2815,0.1312,2.975815752
1198,283.4,2022/8/23 10:25,1536.9441,-59.2995,0.1295,2.937829223
1199,283,2022/8/23 10:26,1536.9376,-59.2807,0.1324,3.002620822
1200,282.6,2022/8/23 10:26,1536.9364,-59.2726,0.1332,3.020486754
1201,282.2,2022/8/23 10:27,1536.9278,-59.2813,0.1323,3.000387349
1202,281.7,2022/8/23 10:27,1536.9218,-59.3874,0.1313,2.978049791
1203,281.3,2022/8/23 10:28,1536.9197,-59.3795,0.132,2.993686622
1204,280.9,2022/8/23 10:28,1536.9103,-59.4129,0.1363,3.089686164
1205,280.5,2022/8/23 10:29,1536.9041,-59.3921,0.1332,3.020486754
1206,278.8,2022/8/23 10:31,1536.8875,-59.3812,0.1333,3.022719764
1207,278.4,2022/8/23 10:31,1536.8821,-59.38,0.1339,3.036116745
1208,277.9,2022/8/23 10:32,1536.8773,-59.3683,0.1327,3.009320932
1209,277.5,2022/8/23 10:32,1536.8714,-59.369,0.134,3.038349395
1210,277.1,2022/8/23 10:33,1536.8635,-59.389,0.1348,3.056208746
1211,276.7,2022/8/23 10:33,1536.8597,-59.4048,0.1302,2.953472536
1212,276.3,2022/8/23 10:34,1536.8531,-59.3982,0.1327,3.009320932
1213,275.8,2022/8/23 10:34,1536.8443,-59.4028,0.1318,2.989219213
1214,275.4,2022/8/23 10:35,1536.8437,-59.4011,0.1336,3.029418486
1215,275,2022/8/23 10:35,1536.8424,-59.3809,0.1315,2.982517714
1216,274.6,2022/8/23 10:36,1536.8371,-59.389,0.1301,2.951237932
1217,274.2,2022/8/23 10:36,1536.8407,-59.3709,0.134,3.038349395
1218,273.8,2022/8/23 10:37,1536.8214,-59.3933,0.1297,2.942298999
1219,273.4,2022/8/23 10:37,1536.8189,-59.4054,0.1324,3.002620822
1220,273,2022/8/23 10:38,1536.8122,-59.3944,0.1313,2.978049791
1221,272.6,2022/8/23 10:38,1536.811,-59.3803,0.1306,2.96241044
1222,272.1,2022/8/23 10:39,1536.7957,-59.3788,0.1319,2.991452943
1223,271.7,2022/8/23 10:39,1536.7941,-59.4081,0.1306,2.96241044
1224,271.3,2022/8/23 10:40,1536.7916,-59.376,0.1313,2.978049791
1225,270.9,2022/8/23 10:40,1536.7834,-59.3929,0.1312,2.975815752
1226,270.6,2022/8/23 10:41,1536.7846,-59.4047,0.1317,2.986985431
1227,270.1,2022/8/23 10:41,1536.774,-59.3801,0.1311,2.973581662
1228,269.7,2022/8/23 10:42,1536.7746,-59.37,0.1305,2.960176041
1229,269.3,2022/8/23 10:42,1536.7698,-59.381,0.1362,3.087454696
1230,268.9,2022/8/23 10:43,1536.7599,-59.3807,0.1306,2.96241044
1231,268.5,2022/8/23 10:43,1536.7557,-59.3366,0.1328,3.011554199
1232,268.1,2022/8/23 10:44,1536.7526,-59.4268,0.1281,2.906535033
1233,267.7,2022/8/23 10:44,1536.7449,-59.4369,0.1309,2.969113328
1234,267.3,2022/8/23 10:45,1536.7386,-59.3936,0.1285,2.915477259
1235,266.9,2022/8/23 10:45,1536.7418,-59.4292,0.1315,2.982517714
1236,266.5,2022/8/23 10:46,1536.7327,-59.4688,0.1286,2.917712687
1237,266.1,2022/8/23 10:46,1536.7258,-59.502,0.1318,2.989219213
1238,265.7,2022/8/23 10:47,1536.7208,-59.4998,0.1297,2.942298999
1239,265.3,2022/8/23 10:47,1536.715,-59.5446,0.1313,2.978049791
1240,264.9,2022/8/23 10:48,1536.7104,-59.5398,0.1298,2.944533809
1241,264.5,2022/8/23 10:48,1536.7049,-59.4975,0.1275,2.893120148
1242,264.2,2022/8/23 10:49,1536.6998,-59.5244,0.1285,2.915477259
1243,263.7,2022/8/23 10:49,1536.6929,-59.5456,0.1308,2.966879083
1244,263.4,2022/8/23 10:50,1536.6894,-59.5327,0.1282,2.908770666
1245,263,2022/8/23 10:50,1536.6837,-59.5204,0.1265,2.870757888
1246,262.6,2022/8/23 10:51,1536.6792,-59.5237,0.1308,2.966879083
1247,262.2,2022/8/23 10:51,1536.6766,-59.5216,0.1282,2.908770666
1248,261.8,2022/8/23 10:52,1536.6679,-59.5266,0.1283,2.911006249
1249,261.4,2022/8/23 10:52,1536.664,-59.5342,0.1268,2.877467107
1250,261.1,2022/8/23 10:53,1536.6593,-59.5095,0.1287,2.919948064
1251,260.7,2022/8/23 10:53,1536.6555,-59.5206,0.1272,2.886412011
1252,260.3,2022/8/23 10:54,1536.648,-59.5293,0.1277,2.897591982
1253,259.9,2022/8/23 10:54,1536.6446,-59.532,0.1258,2.855101242
1254,259.5,2022/8/23 10:55,1536.6367,-59.5564,0.1274,2.890884154
1255,259.1,2022/8/23 10:55,1536.6331,-59.5524,0.1292,2.931124175
1256,258.7,2022/8/23 10:56,1536.6293,-59.5414,0.127,2.881939662
1257,258.3,2022/8/23 10:56,1536.6264,-59.5281,0.129,2.926653885
1258,258,2022/8/23 10:57,1536.6225,-59.537,0.128,2.904299347
1259,257.6,2022/8/23 10:57,1536.6157,-59.5509,0.127,2.881939662
1260,257.2,2022/8/23 10:58,1536.6115,-59.5561,0.1288,2.922183389
1261,256.9,2022/8/23 10:58,1536.604,-59.538,0.1286,2.917712687
1262,256.5,2022/8/23 10:59,1536.5993,-59.5492,0.1262,2.864048206
1263,256.1,2022/8/23 10:59,1536.5956,-59.5546,0.1304,2.957941591
1264,255.7,2022/8/23 11:00,1536.5923,-59.5575,0.1276,2.895356091
1265,255.3,2022/8/23 11:00,1536.5889,-59.5497,0.1269,2.87970341
1266,255,2022/8/23 11:01,1536.5815,-59.5565,0.1307,2.964644787
1267,254.6,2022/8/23 11:01,1536.5785,-59.5472,0.1276,2.895356091
1268,254.2,2022/8/23 11:02,1536.5709,-59.5446,0.1295,2.937829223
1269,253.9,2022/8/23 11:02,1536.5698,-59.5409,0.1295,2.937829223
1270,253.4,2022/8/23 11:03,1536.5628,-59.5352,0.1261,2.861811542
1271,253.1,2022/8/23 11:03,1536.5599,-59.5378,0.1293,2.933359242
1272,252.7,2022/8/23 11:04,1536.5575,-59.5255,0.1305,2.960176041
1273,252.3,2022/8/23 11:04,1536.5495,-59.5339,0.13,2.949003275
1274,252,2022/8/23 11:05,1536.5454,-59.5259,0.1334,3.024952723
1275,251.6,2022/8/23 11:05,1536.5402,-59.5453,0.1301,2.951237932
1276,251.2,2022/8/23 11:06,1536.5329,-59.5718,0.1313,2.978049791
1277,250.8,2022/8/23 11:06,1536.5295,-59.5468,0.1326,3.007087613
1278,250.5,2022/8/23 11:07,1536.5257,-59.5252,0.132,2.993686622
1279,250.1,2022/8/23 11:07,1536.5203,-59.5373,0.1317,2.986985431
1280,249.8,2022/8/23 11:08,1536.514,-59.5195,0.1319,2.991452943
1281,249.4,2022/8/23 11:08,1536.5099,-59.5359,0.1322,2.998153825
1282,249,2022/8/23 11:09,1536.5037,-59.5208,0.1309,2.969113328
1283,248.7,2022/8/23 11:09,1536.4994,-59.5269,0.1303,2.955707089
1284,248.3,2022/8/23 11:10,1536.4955,-59.5288,0.1297,2.942298999
1285,247.9,2022/8/23 11:10,1536.4941,-59.5254,0.1297,2.942298999
1286,247.6,2022/8/23 11:11,1536.487,-59.5185,0.1313,2.978049791
1287,247.2,2022/8/23 11:11,1536.4864,-59.5036,0.1315,2.982517714
1288,246.8,2022/8/23 11:12,1536.4765,-59.4993,0.13,2.949003275
1289,246.5,2022/8/23 11:12,1536.475,-59.5317,0.1352,3.065137188
1290,246.1,2022/8/23 11:13,1536.4698,-59.5059,0.1356,3.074064808
1291,245.8,2022/8/23 11:13,1536.4644,-59.5055,0.1364,3.091917581
1292,245.4,2022/8/23 11:14,1536.4629,-59.5087,0.1379,3.125382667
1293,245.1,2022/8/23 11:14,1536.4579,-59.4988,0.1381,3.129843805
1294,244.7,2022/8/23 11:15,1536.451,-59.4964,0.1365,3.094148946
1295,244.3,2022/8/23 11:15,1536.4511,-59.5147,0.1342,3.042814541
1296,244,2022/8/23 11:16,1536.442,-59.5085,0.1334,3.024952723
