,350,450,550,650,750
445,1540.1355,1541.5753,1543.0742,1544.6277,1540.069
446,1540.1363,1541.5761,1543.0742,1544.6277,1540.0619
447,1540.1355,1541.5769,1543.0742,1544.6277,1540.058
448,1540.1363,1541.5769,1543.0726,1544.6277,1540.0516
449,1540.1363,1541.5785,1543.0734,1544.6277,1540.0469
450,1540.1363,1541.5777,1543.0726,1544.6269,1540.0421
451,1540.1363,1541.5761,1543.0726,1544.6277,1540.035
452,1540.1363,1541.5785,1543.0726,1544.6277,1540.0295
453,1540.1355,1541.5777,1543.0734,1544.6277,1540.0239
454,1540.1363,1541.5777,1543.0726,1544.6285,1540.0184
455,1540.1355,1541.5777,1543.0734,1544.6277,1540.0137
456,1540.1363,1541.5792,1543.0734,1544.6269,1540.0081
457,1540.1363,1541.5769,1543.0734,1544.6269,1540.0034
458,1540.1371,1541.5769,1543.0742,1544.6261,1539.9978
459,1540.1363,1541.5769,1543.0734,1544.6269,1539.9931
460,1540.1363,1541.5777,1543.0734,1544.6269,1539.9868
461,1540.1363,1541.5769,1543.0734,1544.6269,1539.9804
462,1540.1371,1541.5769,1543.0734,1544.6269,1539.9741
463,1540.1363,1541.5777,1543.0718,1544.6269,1539.9686
464,1540.1363,1541.5769,1543.0734,1544.6285,1539.9622
465,1540.1363,1541.5761,1543.0742,1544.6269,1539.9567
466,1540.1363,1541.5769,1543.0734,1544.6269,1539.952
467,1540.1371,1541.5777,1543.0734,1544.6261,1539.9441
468,1540.1371,1541.5769,1543.0734,1544.6269,1539.9385
469,1540.1363,1541.5777,1543.0742,1544.6269,1539.9322
470,1540.1363,1541.5769,1543.0726,1544.6269,1539.9259
471,1540.1363,1541.5769,1543.0742,1544.6261,1539.9211
472,1540.1363,1541.5777,1543.0718,1544.6277,1539.9156
473,1540.1363,1541.5761,1543.0718,1544.6277,1539.9092
474,1540.1363,1541.5777,1543.0726,1544.6269,1539.9029
475,1540.1355,1541.5777,1543.0734,1544.6277,1539.8982
476,1540.1355,1541.5761,1543.0734,1544.6285,1539.8926
477,1540.1355,1541.5777,1543.0726,1544.6285,1539.8887
478,1540.1363,1541.5769,1543.0726,1544.6277,1539.8831
479,1540.1355,1541.5777,1543.0734,1544.6269,1539.8784
480,1540.1355,1541.5761,1543.0726,1544.6277,1539.8729
481,1540.1355,1541.5777,1543.0726,1544.6269,1539.8673
482,1540.1363,1541.5777,1543.0734,1544.6269,1539.8618
483,1540.1355,1541.5785,1543.0726,1544.6269,1539.8555
484,1540.1355,1541.5761,1543.0726,1544.6269,1539.8515
485,1540.1355,1541.5777,1543.0726,1544.6269,1539.8452
486,1540.1355,1541.5769,1543.0734,1544.6269,1539.8396
487,1540.1363,1541.5769,1543.0734,1544.6261,1539.8349
488,1540.1371,1541.5761,1543.0726,1544.6277,1539.8302
489,1540.1363,1541.5761,1543.0726,1544.6261,1539.8246
490,1540.1371,1541.5777,1543.071,1544.6269,1539.8183
491,1540.1363,1541.5769,1543.0726,1544.6269,1539.8128
492,1540.1371,1541.5753,1543.0718,1544.6261,1539.808
493,1540.1363,1541.5761,1543.0726,1544.6277,1539.8025
494,1540.1371,1541.5769,1543.071,1544.6269,1539.7985
495,1540.1363,1541.5777,1543.0718,1544.6269,1539.7922
496,1540.1379,1541.5777,1543.0718,1544.6277,1539.7874
497,1540.1371,1541.5777,1543.071,1544.6277,1539.7835
498,1540.1379,1541.5753,1543.0726,1544.6269,1539.778
499,1540.1371,1541.5761,1543.0718,1544.6277,1539.7708
500,1540.1379,1541.5761,1543.0726,1544.6269,1539.7685
501,1540.1379,1541.5761,1543.0718,1544.6269,1539.7637
502,1540.1379,1541.5761,1543.0726,1544.6269,1539.7606
503,1540.1387,1541.5769,1543.0726,1544.6285,1539.7558
504,1540.1379,1541.5777,1543.0726,1544.6277,1539.7511
505,1540.1387,1541.5769,1543.0726,1544.6261,1539.7455
506,1540.1379,1541.5761,1543.0726,1544.6269,1539.7424
507,1540.1387,1541.5769,1543.0734,1544.6269,1539.7392
508,1540.1387,1541.5761,1543.0718,1544.6277,1539.7337
509,1540.1387,1541.5761,1543.0726,1544.6269,1539.7297
510,1540.1387,1541.5761,1543.0734,1544.6269,1539.725
511,1540.1379,1541.5777,1543.0734,1544.6269,1539.7202
512,1540.1395,1541.5761,1543.0726,1544.6269,1539.7171
513,1540.1387,1541.5769,1543.0726,1544.6277,1539.7139
514,1540.1395,1541.5769,1543.0726,1544.6277,1539.7068
515,1540.1387,1541.5777,1543.0718,1544.6277,1539.7028
516,1540.1379,1541.5761,1543.0726,1544.6277,1539.6981
517,1540.1379,1541.5769,1543.0718,1544.6277,1539.6957
518,1540.1387,1541.5777,1543.0734,1544.6269,1539.691
519,1540.1387,1541.5761,1543.0726,1544.6269,1539.687
520,1540.1387,1541.5777,1543.0718,1544.6261,1539.6823
521,1540.1379,1541.5769,1543.0718,1544.6293,1539.6775
522,1540.1387,1541.5761,1543.0726,1544.6285,1539.6752
523,1540.1387,1541.5785,1543.0718,1544.6277,1539.6712
524,1540.1387,1541.5785,1543.071,1544.6277,1539.6649
525,1540.1379,1541.5777,1543.0726,1544.6277,1539.6625
526,1540.1379,1541.5761,1543.0726,1544.6277,1539.6585
527,1540.1379,1541.5769,1543.071,1544.6277,1539.6546
528,1540.1387,1541.5753,1543.0726,1544.6277,1539.6514
529,1540.1379,1541.5761,1543.071,1544.6277,1539.6467
530,1540.1387,1541.5769,1543.0726,1544.6269,1539.6435
531,1540.1379,1541.5753,1543.0718,1544.6269,1539.6396
532,1540.1379,1541.5761,1543.0718,1544.6269,1539.6356
533,1540.1363,1541.5761,1543.0718,1544.6269,1539.6325
534,1540.1379,1541.5761,1543.0718,1544.6277,1539.6285
535,1540.1371,1541.5761,1543.071,1544.6277,1539.6238
536,1540.1371,1541.5753,1543.0718,1544.6269,1539.6198
537,1540.1371,1541.5761,1543.0718,1544.6269,1539.6158
538,1540.1379,1541.5753,1543.071,1544.6277,1539.6119
539,1540.1379,1541.5769,1543.0726,1544.6277,1539.6079
540,1540.1371,1541.5761,1543.071,1544.6277,1539.604
541,1540.1371,1541.5753,1543.0726,1544.6277,1539.6024
542,1540.1379,1541.5769,1543.0726,1544.6277,1539.5969
543,1540.1371,1541.5761,1543.0726,1544.6277,1539.5945
544,1540.1371,1541.5761,1543.0734,1544.6269,1539.5898
545,1540.1371,1541.5753,1543.0718,1544.6269,1539.5874
546,1540.1371,1541.5753,1543.0726,1544.6277,1539.5826
547,1540.1379,1541.5753,1543.0718,1544.6277,1539.5795
548,1540.1379,1541.5753,1543.0726,1544.6269,1539.5755
549,1540.1371,1541.5761,1543.0718,1544.6269,1539.57
550,1540.1379,1541.5753,1543.0726,1544.6277,1539.5676
551,1540.1379,1541.5753,1543.0726,1544.6285,1539.5645
552,1540.1387,1541.5761,1543.0718,1544.6269,1539.5597
553,1540.1379,1541.5761,1543.071,1544.6277,1539.5565
554,1540.1379,1541.5769,1543.0726,1544.6277,1539.5534
555,1540.1379,1541.5761,1543.0718,1544.6269,1539.5494
556,1540.1395,1541.5753,1543.0718,1544.6269,1539.5471
557,1540.1387,1541.5745,1543.0718,1544.6285,1539.5415
558,1540.1395,1541.5745,1543.0718,1544.6269,1539.5399
559,1540.1395,1541.5753,1543.0718,1544.6277,1539.5352
560,1540.1387,1541.5769,1543.0726,1544.6277,1539.5312
561,1540.1387,1541.5761,1543.0718,1544.6285,1539.5281
562,1540.1395,1541.5753,1543.0718,1544.6285,1539.5257
563,1540.1395,1541.5753,1543.071,1544.6277,1539.5226
564,1540.1395,1541.5761,1543.071,1544.6277,1539.5194
565,1540.1395,1541.5769,1543.0718,1544.6277,1539.5154
566,1540.1387,1541.5761,1543.0702,1544.6277,1539.5123
567,1540.1395,1541.5761,1543.0702,1544.6277,1539.5091
568,1540.1395,1541.5769,1543.071,1544.6277,1539.5052
569,1540.1387,1541.5761,1543.0718,1544.6277,1539.5028
570,1540.1387,1541.5753,1543.0702,1544.6285,1539.498
571,1540.1387,1541.5761,1543.0718,1544.6269,1539.4957
572,1540.1402,1541.5769,1543.071,1544.6285,1539.4909
573,1540.1395,1541.5753,1543.0718,1544.6269,1539.4878
574,1540.1387,1541.5761,1543.071,1544.6277,1539.4838
575,1540.1395,1541.5769,1543.0702,1544.6269,1539.4814
576,1540.1395,1541.5761,1543.0718,1544.6277,1539.4775
577,1540.1387,1541.5745,1543.071,1544.6269,1539.4751
578,1540.1395,1541.5761,1543.0718,1544.6269,1539.472
579,1540.1387,1541.5761,1543.071,1544.6269,1539.468
580,1540.1387,1541.5753,1543.0726,1544.6269,1539.4648
581,1540.1387,1541.5769,1543.071,1544.6277,1539.4625
582,1540.1387,1541.5769,1543.0718,1544.6277,1539.4585
583,1540.1395,1541.5761,1543.071,1544.6285,1539.4561
584,1540.1387,1541.5753,1543.0702,1544.6285,1539.4538
585,1540.1395,1541.5769,1543.071,1544.6285,1539.4498
586,1540.1387,1541.5745,1543.071,1544.6285,1539.4459
587,1540.1395,1541.5761,1543.0718,1544.6293,1539.4427
588,1540.1387,1541.5769,1543.071,1544.6277,1539.4411
589,1540.1395,1541.5753,1543.071,1544.6285,1539.438
590,1540.1395,1541.5761,1543.071,1544.6285,1539.434
591,1540.1387,1541.5761,1543.071,1544.6285,1539.4316
592,1540.1395,1541.5745,1543.071,1544.6285,1539.4285
593,1540.1395,1541.5769,1543.071,1544.6293,1539.4253
594,1540.1395,1541.5761,1543.0702,1544.6293,1539.4229
595,1540.1395,1541.5745,1543.071,1544.6285,1539.4206
596,1540.1395,1541.5761,1543.0702,1544.6277,1539.415
597,1540.1395,1541.5753,1543.071,1544.6269,1539.4127
598,1540.1387,1541.5745,1543.0718,1544.6285,1539.4087
599,1540.1402,1541.5761,1543.0702,1544.6285,1539.4056
600,0.0,1541.5729,1543.0726,1544.6285,0.0
601,0.0,1541.5705,1543.0726,1544.6269,0.0
602,0.0,1541.5705,1543.0726,1544.6277,0.0
603,0.0,1541.5713,1543.0726,1544.6277,0.0
604,0.0,1541.5721,1543.0734,1544.6277,0.0
605,0.0,1541.5705,1543.0726,1544.6277,0.0
606,0.0,1541.5721,1543.0734,1544.6269,0.0
607,0.0,1541.5705,1543.0742,1544.6277,0.0
608,0.0,1541.5721,1543.0734,1544.6277,0.0
609,0.0,1541.5721,1543.0726,1544.6277,0.0
610,0.0,1541.5721,1543.0726,1544.6269,0.0
611,0.0,1541.5705,1543.0734,1544.6261,0.0
612,0.0,1541.5713,1543.0734,1544.6277,0.0
613,0.0,1541.5713,1543.0734,1544.6269,0.0
614,0.0,1541.5721,1543.0734,1544.6277,0.0
615,0.0,1541.5705,1543.0734,1544.6277,0.0
616,0.0,1541.5721,1543.0734,1544.6285,0.0
617,0.0,1541.5713,1543.0742,1544.6269,0.0
618,0.0,1541.5705,1543.0734,1544.6285,0.0
619,0.0,1541.5713,1543.0734,1544.6277,0.0
620,0.0,1541.5721,1543.0742,1544.6269,0.0
621,0.0,1541.5721,1543.0734,1544.6285,0.0
622,0.0,1541.5721,1543.0749,1544.6277,0.0
623,0.0,1541.5729,1543.0742,1544.6269,0.0
624,0.0,1541.5713,1543.0734,1544.6261,0.0
625,0.0,1541.5721,1543.0734,1544.6285,0.0
626,0.0,1541.5721,1543.0734,1544.6285,0.0
627,0.0,1541.5721,1543.0742,1544.6269,0.0
628,0.0,1541.5729,1543.0742,1544.6269,0.0
629,0.0,1541.5713,1543.0742,1544.6277,0.0
630,0.0,1541.5721,1543.0749,1544.6269,0.0
631,0.0,1541.5721,1543.0734,1544.6261,0.0
632,0.0,1541.5713,1543.0742,1544.6285,0.0
633,0.0,1541.5721,1543.0742,1544.6277,0.0
634,0.0,1541.5713,1543.0734,1544.6261,0.0
635,0.0,1541.5705,1543.0734,1544.6277,0.0
636,0.0,1541.5721,1543.0742,1544.6269,0.0
637,0.0,1541.5705,1543.0734,1544.6277,0.0
638,0.0,1541.5713,1543.0742,1544.6269,0.0
639,0.0,1541.5713,1543.0734,1544.6277,0.0
640,0.0,1541.5721,1543.0734,1544.6269,0.0
641,0.0,1541.5721,1543.0742,1544.6269,0.0
642,0.0,1541.5721,1543.0742,1544.6277,0.0
643,0.0,1541.5721,1543.0734,1544.6269,0.0
644,0.0,1541.5721,1543.0749,1544.6261,0.0
645,0.0,1541.5721,1543.0742,1544.6269,0.0
646,0.0,1541.5729,1543.0734,1544.6261,0.0
647,0.0,1541.5721,1543.0734,1544.6277,0.0
648,0.0,1541.5713,1543.0734,1544.6269,0.0
649,0.0,1541.5721,1543.0734,1544.6269,0.0
650,0.0,1541.5721,1543.0734,1544.6277,0.0
651,0.0,1541.5729,1543.0742,1544.6269,0.0
652,0.0,1541.5737,1543.0734,1544.6277,0.0
653,0.0,1541.5729,1543.0734,1544.6269,0.0
654,0.0,1541.5737,1543.0734,1544.6285,0.0
655,0.0,1541.5729,1543.0734,1544.6277,0.0
656,0.0,1541.5745,1543.0726,1544.6277,0.0
657,0.0,1541.5737,1543.0726,1544.6285,0.0
658,0.0,1541.5737,1543.0726,1544.6285,0.0
659,0.0,1541.5729,1543.0734,1544.6277,0.0
660,0.0,1541.5745,1543.0734,1544.6277,0.0
661,0.0,1541.5745,1543.0726,1544.6277,0.0
662,0.0,1541.5745,1543.0726,1544.6277,0.0
663,0.0,1541.5753,1543.0734,1544.6277,0.0
664,0.0,1541.5737,1543.0742,1544.6277,0.0
665,0.0,1541.5737,1543.0734,1544.6277,0.0
666,0.0,1541.5745,1543.0734,1544.6277,0.0
667,0.0,1541.5753,1543.0734,1544.6277,0.0
668,0.0,1541.5745,1543.0742,1544.6293,0.0
669,0.0,1541.5745,1543.0742,1544.6277,0.0
670,0.0,1541.5769,1543.0734,1544.6269,0.0
671,0.0,1541.5753,1543.0726,1544.6277,0.0
672,0.0,1541.5737,1543.0734,1544.6277,0.0
673,0.0,1541.5745,1543.0734,1544.6285,0.0
674,0.0,1541.5753,1543.0734,1544.6277,0.0
675,0.0,1541.5745,1543.0734,1544.6277,0.0
676,0.0,1541.5753,1543.0734,1544.6285,0.0
677,0.0,1541.5769,1543.0749,1544.6277,0.0
678,0.0,1541.5753,1543.0742,1544.6285,0.0
679,0.0,1541.5753,1543.0734,1544.6277,0.0
680,0.0,1541.5753,1543.0742,1544.6277,0.0
681,0.0,1541.5761,1543.0749,1544.6277,0.0
682,0.0,1541.5761,1543.0734,1544.6269,0.0
683,0.0,1541.5769,1543.0734,1544.6277,0.0
684,0.0,1541.5761,1543.0742,1544.6285,0.0
685,0.0,1541.5769,1543.0742,1544.6277,0.0
686,0.0,1541.5777,1543.0734,1544.6277,0.0
687,0.0,1541.5785,1543.0742,1544.6269,0.0
688,0.0,1541.5761,1543.0742,1544.6277,0.0
689,0.0,1541.5785,1543.0734,1544.6277,0.0
690,0.0,1541.5777,1543.0734,1544.6277,0.0
691,0.0,1541.5769,1543.0734,1544.6277,0.0
692,0.0,1541.5777,1543.0734,1544.6269,0.0
693,0.0,1541.5769,1543.0742,1544.6285,0.0
694,0.0,1541.5769,1543.0742,1544.6269,0.0
695,0.0,1541.5777,1543.0726,1544.6269,0.0
696,0.0,1541.5785,1543.0734,1544.6269,0.0
697,0.0,1541.5777,1543.0726,1544.6269,0.0
698,0.0,1541.5777,1543.0742,1544.6277,0.0
699,0.0,1541.5777,1543.0734,1544.6277,0.0
700,0.0,1541.5777,1543.0734,1544.6277,0.0
701,0.0,1541.5769,1543.0734,1544.6277,0.0
702,0.0,1541.5777,1543.0742,1544.6261,0.0
703,0.0,1541.5785,1543.0742,1544.6269,0.0
704,0.0,1541.5785,1543.0734,1544.6285,0.0
705,0.0,1541.5777,1543.0734,1544.6269,0.0
706,0.0,1541.58,1543.0742,1544.6269,0.0
707,0.0,1541.5785,1543.0734,1544.6277,0.0
708,0.0,1541.5785,1543.0734,1544.6277,0.0
709,0.0,1541.5777,1543.0734,1544.6277,0.0
710,0.0,1541.5792,1543.0742,1544.6277,0.0
711,0.0,1541.5777,1543.0734,1544.6277,0.0
712,0.0,1541.5792,1543.0734,1544.6277,0.0
713,0.0,1541.5777,1543.0726,1544.6285,0.0
714,0.0,1541.5777,1543.0742,1544.6277,0.0
715,0.0,1541.5777,1543.0734,1544.6285,0.0
716,0.0,1541.5769,1543.0734,1544.6277,0.0
717,0.0,1541.5777,1543.0734,1544.6277,0.0
718,0.0,1541.5785,1543.0734,1544.6269,0.0
719,0.0,1541.5777,1543.0742,1544.6285,0.0
720,0.0,1541.5785,1543.0742,1544.6285,0.0
721,0.0,1541.5785,1543.0726,1544.6277,0.0
722,0.0,1541.5785,1543.0742,1544.6269,0.0
723,0.0,1541.5777,1543.0734,1544.6285,0.0
724,0.0,1541.5777,1543.0749,1544.6285,0.0
725,0.0,1541.5785,1543.0742,1544.6277,0.0
726,0.0,1541.5785,1543.0734,1544.6285,0.0
727,0.0,1541.5785,1543.0749,1544.6277,0.0
728,0.0,1541.5785,1543.0734,1544.6277,0.0
729,0.0,1541.5785,1543.0742,1544.6277,0.0
730,0.0,1541.5785,1543.0734,1544.6293,0.0
731,0.0,1541.5785,1543.0734,1544.6269,0.0
732,0.0,1541.5785,1543.0742,1544.6269,0.0
733,0.0,1541.5785,1543.0734,1544.6277,0.0
734,0.0,1541.5785,1543.0734,1544.6277,0.0
735,0.0,1541.5777,1543.0742,1544.6285,0.0
736,0.0,1541.5792,1543.0734,1544.6269,0.0
737,0.0,1541.5777,1543.0718,1544.6277,0.0
738,0.0,1541.5785,1543.0734,1544.6277,0.0
739,0.0,1541.5785,1543.0734,1544.6277,0.0
740,0.0,1541.58,1543.0734,1544.6269,0.0
741,0.0,1541.5777,1543.0734,1544.6261,0.0
742,0.0,1541.5792,1543.0734,1544.6269,0.0
743,0.0,1541.5777,1543.0726,1544.6285,0.0
744,0.0,1541.5792,1543.0742,1544.6285,0.0
745,0.0,1541.5785,1543.0726,1544.6285,0.0
746,0.0,1541.5777,1543.0734,1544.6269,0.0
747,0.0,1541.5785,1543.0734,1544.6285,0.0
748,0.0,1541.5792,1543.0726,1544.6277,0.0
749,0.0,1541.5785,1543.0726,1544.6277,0.0
750,0.0,1541.5785,1543.0742,1544.6277,0.0
751,0.0,1541.5785,1543.0726,1544.6277,0.0
752,0.0,1541.5785,1543.0734,1544.6277,0.0
753,0.0,1541.5792,1543.0726,1544.6285,0.0
754,0.0,1541.5785,1543.0734,1544.6269,0.0
755,0.0,1541.5769,1543.0726,1544.6277,0.0
756,0.0,1541.5792,1543.0734,1544.6269,0.0
757,0.0,1541.5792,1543.0734,1544.6285,0.0
758,0.0,1541.5785,1543.0734,1544.6277,0.0
759,0.0,1541.5792,1543.0734,1544.6285,0.0
760,0.0,1541.5769,1543.0734,1544.6269,0.0
761,0.0,1541.5792,1543.0734,1544.6277,0.0
762,0.0,1541.5792,1543.0734,1544.6269,0.0
763,0.0,1541.5792,1543.0734,1544.6285,0.0
764,0.0,1541.5792,1543.0742,1544.6269,0.0
765,0.0,1541.5792,1543.0742,1544.6269,0.0
766,0.0,1541.5785,1543.0726,1544.6285,0.0
767,0.0,1541.58,1543.0734,1544.6269,0.0
768,0.0,1541.5792,1543.0734,1544.6277,0.0
769,0.0,1541.58,1543.0726,1544.6269,0.0
770,0.0,1541.58,1543.0734,1544.6285,0.0
771,0.0,1541.5785,1543.0734,1544.6269,0.0
772,0.0,1541.5792,1543.0734,1544.6269,0.0
773,0.0,1541.5792,1543.0726,1544.6285,0.0
774,0.0,1541.58,1543.0742,1544.6277,0.0
775,0.0,1541.58,1543.0734,1544.6269,0.0
776,0.0,1541.5792,1543.0734,1544.6285,0.0
777,0.0,1541.5792,1543.0742,1544.6293,0.0
778,0.0,1541.5785,1543.0726,1544.6285,0.0
779,0.0,1541.58,1543.0742,1544.6277,0.0
780,0.0,1541.5785,1543.0734,1544.6277,0.0
781,0.0,1541.5792,1543.0742,1544.6277,0.0
782,0.0,1541.5785,1543.0742,1544.6277,0.0
783,0.0,1541.5792,1543.0742,1544.6285,0.0
784,0.0,1541.5785,1543.0726,1544.6277,0.0
785,0.0,1541.5785,1543.0742,1544.6277,0.0
786,0.0,1541.5792,1543.0742,1544.6277,0.0
787,0.0,1541.5785,1543.0734,1544.6261,0.0
788,0.0,1541.58,1543.0742,1544.6269,0.0
789,0.0,1541.5792,1543.0742,1544.6277,0.0
790,0.0,1541.5792,1543.0749,1544.6269,0.0
791,0.0,1541.58,1543.0734,1544.6269,0.0
792,0.0,1541.5785,1543.0734,1544.6269,0.0
793,0.0,1541.5785,1543.0734,1544.6277,0.0
794,0.0,1541.5785,1543.0742,1544.6269,0.0
795,0.0,1541.5792,1543.0734,1544.6285,0.0
796,0.0,1541.5785,1543.0734,1544.6277,0.0
797,0.0,1541.5785,1543.0734,1544.6269,0.0
798,0.0,1541.5792,1543.0734,1544.6277,0.0
799,0.0,1541.5785,1543.0734,1544.6277,0.0
800,0.0,1541.5896,1543.0884,1544.634,0.0
801,0.0,1541.5888,1543.0892,1544.634,0.0
802,0.0,1541.5888,1543.0884,1544.6332,0.0
803,0.0,1541.5896,1543.0892,1544.6332,0.0
804,0.0,1541.5896,1543.0892,1544.634,0.0
805,0.0,1541.588,1543.0884,1544.634,0.0
806,0.0,1541.5896,1543.0892,1544.6332,0.0
807,0.0,1541.5888,1543.0892,1544.6348,0.0
808,0.0,1541.588,1543.0892,1544.634,0.0
809,0.0,1541.5888,1543.0884,1544.6348,0.0
810,0.0,1541.5888,1543.09,1544.6348,0.0
811,0.0,1541.5896,1543.0884,1544.634,0.0
812,0.0,1541.5888,1543.0892,1544.6324,0.0
813,0.0,1541.588,1543.0892,1544.634,0.0
814,0.0,1541.5872,1543.0884,1544.6348,0.0
815,0.0,1541.588,1543.0877,1544.6332,0.0
816,0.0,1541.5888,1543.0892,1544.634,0.0
817,0.0,1541.5888,1543.0892,1544.634,0.0
818,0.0,1541.588,1543.0892,1544.634,0.0
819,0.0,1541.588,1543.0884,1544.6332,0.0
820,0.0,1541.588,1543.0884,1544.634,0.0
821,0.0,1541.5888,1543.0884,1544.634,0.0
822,0.0,1541.5903,1543.0892,1544.634,0.0
823,0.0,1541.588,1543.0884,1544.6332,0.0
824,0.0,1541.5872,1543.0892,1544.634,0.0
825,0.0,1541.5872,1543.0892,1544.6332,0.0
826,0.0,1541.588,1543.0884,1544.634,0.0
827,0.0,1541.5888,1543.0892,1544.6332,0.0
828,0.0,1541.588,1543.09,1544.634,0.0
829,0.0,1541.5872,1543.0892,1544.634,0.0
830,0.0,1541.588,1543.0892,1544.6332,0.0
831,0.0,1541.5864,1543.0892,1544.6332,0.0
832,0.0,1541.588,1543.0892,1544.634,0.0
833,0.0,1541.588,1543.0892,1544.634,0.0
834,0.0,1541.588,1543.09,1544.6332,0.0
835,0.0,1541.5856,1543.09,1544.6348,0.0
836,0.0,1541.588,1543.0892,1544.6332,0.0
837,0.0,1541.588,1543.09,1544.6348,0.0
838,0.0,1541.5872,1543.0892,1544.634,0.0
839,0.0,1541.5864,1543.0892,1544.634,0.0
840,0.0,1541.588,1543.0908,1544.634,0.0
841,0.0,1541.5872,1543.0884,1544.6332,0.0
842,0.0,1541.5872,1543.09,1544.634,0.0
843,0.0,1541.588,1543.0892,1544.6348,0.0
844,0.0,1541.588,1543.0892,1544.6348,0.0
845,0.0,1541.5872,1543.0892,1544.6332,0.0
846,0.0,1541.588,1543.0892,1544.634,0.0
847,0.0,1541.5872,1543.09,1544.634,0.0
848,0.0,1541.588,1543.0908,1544.6356,0.0
849,0.0,1541.5872,1543.09,1544.6332,0.0
850,0.0,1541.5872,1543.09,1544.6332,0.0
851,0.0,1541.5888,1543.09,1544.634,0.0
852,0.0,1541.5864,1543.0892,1544.634,0.0
853,0.0,1541.5864,1543.09,1544.6348,0.0
854,0.0,1541.5864,1543.0908,1544.634,0.0
855,0.0,1541.588,1543.0892,1544.634,0.0
856,0.0,1541.588,1543.0892,1544.6332,0.0
857,0.0,1541.5872,1543.0908,1544.6332,0.0
858,0.0,1541.5856,1543.0892,1544.634,0.0
859,0.0,1541.5864,1543.0892,1544.6332,0.0
860,0.0,1541.5872,1543.0892,1544.6332,0.0
861,0.0,1541.5888,1543.0892,1544.6332,0.0
862,0.0,1541.588,1543.09,1544.6332,0.0
863,0.0,1541.5864,1543.0892,1544.6324,0.0
864,0.0,1541.5872,1543.0884,1544.634,0.0
865,0.0,1541.5872,1543.0892,1544.634,0.0
866,0.0,1541.5872,1543.09,1544.634,0.0
867,0.0,1541.5856,1543.0892,1544.634,0.0
868,0.0,1541.5872,1543.0892,1544.6332,0.0
869,0.0,1541.5872,1543.0892,1544.634,0.0
870,0.0,1541.5872,1543.09,1544.6348,0.0
871,0.0,1541.588,1543.0892,1544.6332,0.0
872,0.0,1541.5864,1543.0892,1544.6348,0.0
873,0.0,1541.5864,1543.09,1544.6356,0.0
874,0.0,1541.5872,1543.0892,1544.634,0.0
875,0.0,1541.5856,1543.0892,1544.634,0.0
876,0.0,1541.5872,1543.0892,1544.6348,0.0
877,0.0,1541.5872,1543.0884,1544.634,0.0
878,0.0,1541.5864,1543.09,1544.6356,0.0
879,0.0,1541.5848,1543.09,1544.6348,0.0
880,0.0,1541.5856,1543.0884,1544.6348,0.0
881,0.0,1541.5864,1543.0892,1544.634,0.0
882,0.0,1541.5848,1543.0892,1544.634,0.0
883,0.0,1541.5848,1543.0884,1544.6348,0.0
884,0.0,1541.5848,1543.0892,1544.6356,0.0
885,0.0,1541.5848,1543.09,1544.6356,0.0
886,0.0,1541.5848,1543.0892,1544.6348,0.0
887,0.0,1541.584,1543.0884,1544.6356,0.0
888,0.0,1541.5848,1543.0892,1544.6364,0.0
889,0.0,1541.5856,1543.0892,1544.6372,0.0
890,0.0,1541.5848,1543.09,1544.6372,0.0
891,0.0,1541.5856,1543.0892,1544.6364,0.0
892,0.0,1541.5848,1543.0884,1544.6364,0.0
893,0.0,1541.5848,1543.0892,1544.6356,0.0
894,0.0,1541.5864,1543.09,1544.6372,0.0
895,0.0,1541.5856,1543.0892,1544.6372,0.0
896,0.0,1541.5856,1543.09,1544.6364,0.0
897,0.0,1541.5872,1543.09,1544.6364,0.0
898,0.0,1541.5864,1543.09,1544.6364,0.0
899,0.0,1541.5872,1543.0892,1544.6372,0.0
900,0.0,1541.5872,1543.0908,1544.6364,0.0
901,0.0,1541.5864,1543.0892,1544.6364,0.0
902,0.0,1541.5872,1543.0908,1544.6364,0.0
903,0.0,1541.5864,1543.0908,1544.6364,0.0
904,0.0,1541.5872,1543.0908,1544.6364,0.0
905,0.0,1541.5856,1543.0908,1544.6356,0.0
906,0.0,1541.5856,1543.09,1544.6356,0.0
907,0.0,1541.5856,1543.09,1544.6356,0.0
908,0.0,1541.5856,1543.09,1544.6356,0.0
909,0.0,1541.5856,1543.0908,1544.6356,0.0
910,0.0,1541.5864,1543.09,1544.6356,0.0
911,0.0,1541.5856,1543.0908,1544.6348,0.0
912,0.0,1541.5848,1543.09,1544.6348,0.0
913,0.0,1541.5856,1543.0908,1544.6356,0.0
914,0.0,1541.5856,1543.09,1544.6348,0.0
915,0.0,1541.584,1543.09,1544.6348,0.0
916,0.0,1541.5848,1543.0908,1544.6356,0.0
917,0.0,1541.584,1543.09,1544.634,0.0
918,0.0,1541.5848,1543.09,1544.634,0.0
919,0.0,1541.5848,1543.0908,1544.634,0.0
920,0.0,1541.5848,1543.09,1544.634,0.0
921,0.0,1541.5848,1543.09,1544.634,0.0
922,0.0,1541.5848,1543.0908,1544.634,0.0
923,0.0,1541.5856,1543.09,1544.6356,0.0
924,0.0,1541.5848,1543.0892,1544.634,0.0
925,0.0,1541.5848,1543.09,1544.6348,0.0
926,0.0,1541.584,1543.0892,1544.634,0.0
927,0.0,1541.584,1543.0892,1544.634,0.0
