,Unnamed: 0,time,temperature,ctwl/nm,thresh/dBm,notch/dB,reflection/%
1618,1618,2022/8/30 13:44:02,453.1,1543.9027,-47.6289,1.2962000000000025,25.80408414787878
1619,1619,2022/8/30 13:44:32,452.3,1543.8904,-47.6748,1.2669999999999972,25.303543492199232
1620,1620,2022/8/30 13:45:02,451.5,1543.879,-47.6287,1.285800000000003,25.62619513230412
1621,1621,2022/8/30 13:45:32,450.7,1543.8629,-47.6454,1.3043000000000016,25.942337531968015
1622,1622,2022/8/30 13:46:02,450.0,1543.8568,-47.6471,1.2858000000000027,25.62619513230412
1623,1623,2022/8/30 13:46:32,449.2,1543.8407,-47.6369,1.2873000000000028,25.651878498848166
1624,1624,2022/8/30 13:47:02,448.4,1543.8358,-47.6423,1.3314999999999952,26.40471355214564
1625,1625,2022/8/30 13:47:32,447.7,1543.8264,-47.636,1.3019999999999985,25.90310660863008
1626,1626,2022/8/30 13:48:02,446.9,1543.8156,-47.6275,1.3146000000000049,26.117769209069408
1627,1627,2022/8/30 13:48:32,446.1,1543.801,-47.6115,1.3025000000000029,25.91163683768928
1628,1628,2022/8/30 13:49:02,445.4,1543.791,-47.658,1.265900000000005,25.28462165179942
1629,1629,2022/8/30 13:49:32,444.6,1543.7787,-47.6135,1.3160000000000012,26.141582187920307
1630,1630,2022/8/30 13:50:02,443.8,1543.769,-47.639,1.2965000000000029,25.809209243156293
1631,1631,2022/8/30 13:50:32,443.1,1543.7574,-47.6168,1.3162999999999991,26.146683970464313
1632,1632,2022/8/30 13:51:02,442.3,1543.7472,-47.6409,1.3169999999999984,26.158586759306132
1633,1633,2022/8/30 13:51:32,441.6,1543.7329,-47.6546,1.3222999999999994,26.24864564834941
1634,1634,2022/8/30 13:52:02,440.8,1543.7274,-47.625,1.322500000000001,26.252041945528568
1635,1635,2022/8/30 13:52:32,440.1,1543.7136,-47.6367,1.3311,26.397934863600792
1636,1636,2022/8/30 13:53:02,439.3,1543.7032,-47.5973,1.3507000000000065,26.729357470167887
1637,1637,2022/8/30 13:53:32,438.6,1543.691,-47.6536,1.3253000000000017,26.299573687138366
1638,1638,2022/8/30 13:54:02,437.8,1543.6864,-47.604,1.3335999999999975,26.440291425731697
1639,1639,2022/8/30 13:54:32,437.1,1543.6714,-47.654,1.3337999999999968,26.443678897499844
1640,1640,2022/8/30 13:55:02,436.4,1543.6595,-47.6011,1.3328000000000015,26.42673997856304
1641,1641,2022/8/30 13:55:32,435.6,1543.6504,-47.6464,1.3228000000000035,26.25713609804644
1642,1642,2022/8/30 13:56:02,434.9,1543.6412,-47.585,1.391299999999999,27.41113597357475
1643,1643,2022/8/30 13:56:32,434.1,1543.625,-47.5989,1.3364999999999987,26.48939450126413
1644,1644,2022/8/30 13:57:02,433.4,1543.6189,-47.5861,1.3714000000000015,27.07776011663837
1645,1645,2022/8/30 13:57:32,432.7,1543.6079,-47.6077,1.3696999999999997,27.049209886533927
1646,1646,2022/8/30 13:58:02,431.9,1543.5951,-47.602,1.3799000000000041,27.220343752095527
1647,1647,2022/8/30 13:58:32,431.2,1543.588,-47.6136,1.3390999999999995,26.533390080830145
1648,1648,2022/8/30 13:59:02,430.5,1543.5748,-47.5853,1.3633999999999964,26.943308590222134
1649,1649,2022/8/30 13:59:32,429.8,1543.5664,-47.6004,1.3619999999999972,26.91975409908901
1650,1650,2022/8/30 14:00:02,429.1,1543.5552,-47.5892,1.3482999999999972,26.688855426651887
1651,1651,2022/8/30 14:00:32,428.3,1543.5452,-47.5875,1.3777999999999957,27.1851431584578
1652,1652,2022/8/30 14:01:02,427.6,1543.5388,-47.5579,1.3639999999999997,26.95340104795888
1653,1653,2022/8/30 14:01:32,426.9,1543.5258,-47.5676,1.3569999999999969,26.83556890509271
1654,1654,2022/8/30 14:02:02,426.2,1543.5181,-47.567,1.3857999999999937,27.31914961918298
1655,1655,2022/8/30 14:02:32,425.5,1543.5083,-47.5834,1.374399999999994,27.128115621211723
1656,1656,2022/8/30 14:03:02,424.8,1543.495,-47.5852,1.3705999999999958,27.064326106357935
1657,1657,2022/8/30 14:03:32,424.1,1543.4861,-47.5673,1.363899999999996,26.95171906849597
1658,1658,2022/8/30 14:04:02,423.3,1543.4768,-47.5622,1.3769999999999971,27.171728930686776
1659,1659,2022/8/30 14:04:32,422.6,1543.4649,-47.5712,1.4273999999999982,28.012017899442128
1660,1660,2022/8/30 14:05:02,421.9,1543.4584,-47.5383,1.4155999999999973,27.816156961652336
1661,1661,2022/8/30 14:05:32,421.2,1543.4453,-47.5795,1.4091000000000018,27.708039936915817
1662,1662,2022/8/30 14:06:02,420.5,1543.436,-47.5434,1.4217000000000009,27.9174735504956
1663,1663,2022/8/30 14:06:32,419.8,1543.4264,-47.5518,1.4125999999999947,27.766276903393415
1664,1664,2022/8/30 14:07:02,419.1,1543.4146,-47.5728,1.383799999999998,27.28567114254399
1665,1665,2022/8/30 14:07:32,418.4,1543.4032,-47.5482,1.412099999999997,27.757960209954593
1666,1666,2022/8/30 14:08:02,417.7,1543.3979,-47.5463,1.4508000000000028,28.398849612896655
1667,1667,2022/8/30 14:08:32,417.0,1543.3846,-47.5553,1.4551000000000032,28.469707657277244
1668,1668,2022/8/30 14:09:02,416.4,1543.3825,-47.5366,1.4306999999999963,28.06669741258457
1669,1669,2022/8/30 14:09:32,415.7,1543.3691,-47.5748,1.4429999999999994,28.270137224329083
1670,1670,2022/8/30 14:10:02,415.0,1543.3597,-47.5326,1.473900000000002,28.778683038715087
1671,1671,2022/8/30 14:10:32,414.3,1543.3528,-47.5818,1.457599999999996,28.510871954314787
1672,1672,2022/8/30 14:11:02,413.6,1543.3412,-47.5329,1.488200000000003,29.012807570767475
1673,1673,2022/8/30 14:11:32,412.9,1543.3289,-47.577,1.4329999999999987,28.10478281333608
1674,1674,2022/8/30 14:12:02,412.2,1543.322,-47.5291,1.441400000000001,28.243706097794664
1675,1675,2022/8/30 14:12:32,411.6,1543.3108,-47.5883,1.4812000000000047,28.898297475568167
1676,1676,2022/8/30 14:13:02,410.9,1543.3023,-47.5257,1.4763000000000055,28.818030519860194
1677,1677,2022/8/30 14:13:32,410.2,1543.2943,-47.5558,1.4554000000000011,28.474648624165663
1678,1678,2022/8/30 14:14:02,409.5,1543.2846,-47.5332,1.4002000000000012,27.55974006656947
1679,1679,2022/8/30 14:14:32,408.8,1543.274,-47.546,1.5562999999999991,30.117247882761333
1680,1680,2022/8/30 14:15:02,408.1,1543.2645,-47.52,1.4827999999999988,28.92448748614468
1681,1681,2022/8/30 14:15:32,407.5,1543.2573,-47.5259,1.4390000000000012,28.20404114553252
1682,1682,2022/8/30 14:16:02,406.8,1543.2403,-47.5262,1.4204000000000043,27.89589342118849
1683,1683,2022/8/30 14:16:32,406.1,1543.2306,-47.5695,1.4625999999999983,28.593129494257216
1684,1684,2022/8/30 14:17:02,405.5,1543.2278,-47.5327,1.435400000000005,28.144502602626357
1685,1685,2022/8/30 14:17:32,404.8,1543.2191,-47.5099,1.4406,28.230486882483884
1686,1686,2022/8/30 14:18:02,404.2,1543.208,-47.5326,1.4524000000000008,28.425223592975257
1687,1687,2022/8/30 14:18:32,403.5,1543.1957,-47.5245,1.4362000000000028,28.15773765536804
1688,1688,2022/8/30 14:19:02,402.8,1543.1848,-47.5064,1.4970000000000032,29.1565015048494
1689,1689,2022/8/30 14:19:32,402.2,1543.1792,-47.5058,1.4655999999999982,28.642438580210705
1690,1690,2022/8/30 14:20:02,401.5,1543.1688,-47.5558,1.4769000000000014,28.827863993081117
1691,1691,2022/8/30 14:20:32,400.9,1543.1599,-47.4997,1.4638,28.61285721611391
1692,1692,2022/8/30 14:21:02,400.2,1543.1511,-47.549,1.4293999999999971,28.045161958046727
1693,1693,2022/8/30 14:21:32,399.6,1543.1404,-47.4904,1.471100000000003,28.7327501533266
1694,1694,2022/8/30 14:22:02,398.9,1543.1335,-47.5348,1.4349999999999985,28.1378841619542
1695,1695,2022/8/30 14:22:32,398.3,1543.1224,-47.495,1.4713000000000025,28.736032055899727
1696,1696,2022/8/30 14:23:02,397.6,1543.119,-47.4914,1.501799999999999,29.234757379202648
1697,1697,2022/8/30 14:23:32,397.0,1543.1063,-47.492,1.4758000000000029,28.809834921001865
1698,1698,2022/8/30 14:24:02,396.3,1543.1019,-47.4894,1.4742000000000015,28.783602663077467
1699,1699,2022/8/30 14:24:32,395.7,1543.0949,-47.5151,1.4723000000000026,28.7524393018988
1700,1700,2022/8/30 14:25:02,395.0,1543.0824,-47.4985,1.484,28.944123663052636
1701,1701,2022/8/30 14:25:32,394.4,1543.0715,-47.5412,1.4631000000000047,28.601350040813745
1702,1702,2022/8/30 14:26:02,393.7,1543.0645,-47.4914,1.4824999999999953,28.919577594097166
1703,1703,2022/8/30 14:26:32,393.1,1543.0537,-47.5212,1.4815000000000047,28.90320883754335
1704,1704,2022/8/30 14:27:02,392.5,1543.0436,-47.4874,1.509699999999998,29.363365336368727
1705,1705,2022/8/30 14:27:32,391.8,1543.0369,-47.4864,1.480100000000003,28.88028624544786
1706,1706,2022/8/30 14:28:02,391.2,1543.0248,-47.4974,1.4815999999999985,28.904845882810903
1707,1707,2022/8/30 14:28:32,390.6,1543.0167,-47.4959,1.4938999999999947,29.105915265826688
1708,1708,2022/8/30 14:29:02,389.9,1543.0093,-47.5087,1.4891000000000012,29.02751691118424
1709,1709,2022/8/30 14:29:32,389.3,1543.0004,-47.4648,1.4915999999999987,29.068360199806172
1710,1710,2022/8/30 14:30:02,388.7,1542.9929,-47.5203,1.4696000000000005,28.70813106593818
1711,1711,2022/8/30 14:30:32,388.0,1542.9805,-47.4815,1.503300000000001,29.259194607714008
1712,1712,2022/8/30 14:31:02,387.4,1542.9757,-47.4972,1.5356999999999965,29.78498386200351
1713,1713,2022/8/30 14:31:32,386.8,1542.9656,-47.4836,1.5040000000000004,29.270595759542427
1714,1714,2022/8/30 14:32:02,386.2,1542.9578,-47.4741,1.5161999999999984,29.469006721255415
1715,1715,2022/8/30 14:32:32,385.6,1542.9501,-47.5051,1.492300000000003,29.079792108028332
1716,1716,2022/8/30 14:33:02,384.9,1542.9386,-47.471,1.5207999999999993,29.54367283381716
1717,1717,2022/8/30 14:33:32,384.3,1542.9283,-47.4997,1.5123999999999975,29.40726634111068
1718,1718,2022/8/30 14:34:02,383.7,1542.9197,-47.4638,1.5172999999999968,29.48686885656909
1719,1719,2022/8/30 14:34:32,383.1,1542.9141,-47.4986,1.494100000000001,29.109179983907108
1720,1720,2022/8/30 14:35:02,382.5,1542.9032,-47.4668,1.506300000000001,29.30804375106397
1721,1721,2022/8/30 14:35:32,381.8,1542.8977,-47.463,1.5312000000000034,29.7121919340958
1722,1722,2022/8/30 14:36:02,381.2,1542.8877,-47.4831,1.5075000000000005,29.327573962099738
1723,1723,2022/8/30 14:36:32,380.6,1542.8719,-47.522,1.5230999999999997,29.58097624349085
1724,1724,2022/8/30 14:37:02,380.0,1542.8709,-47.4984,1.5274999999999965,29.65228426449891
1725,1725,2022/8/30 14:37:32,379.4,1542.8628,-47.449,1.5219000000000047,29.561516059767207
1726,1726,2022/8/30 14:38:02,378.8,1542.8557,-47.4651,1.5301,29.694386876821778
1727,1727,2022/8/30 14:38:32,378.2,1542.8448,-47.4506,1.5405000000000015,29.862545495707888
1728,1728,2022/8/30 14:39:02,377.6,1542.8382,-47.4595,1.5552999999999957,30.101154931734666
1729,1729,2022/8/30 14:39:32,377.0,1542.8273,-47.4705,1.5689000000000017,30.319701894107062
1730,1730,2022/8/30 14:40:02,376.4,1542.8216,-47.4478,1.585699999999998,30.5887285053967
1731,1731,2022/8/30 14:40:32,375.8,1542.8163,-47.5025,1.5342999999999973,29.76234556641252
1732,1732,2022/8/30 14:41:02,375.2,1542.8034,-47.4333,1.546200000000004,29.95453866380984
1733,1733,2022/8/30 14:41:32,374.6,1542.7928,-47.4869,1.5526999999999993,30.05929591301648
1734,1734,2022/8/30 14:42:02,374.0,1542.7861,-47.4468,1.557799999999998,30.141380362482195
1735,1735,2022/8/30 14:42:32,373.4,1542.7774,-47.4455,1.5728999999999949,30.383850274428923
1736,1736,2022/8/30 14:43:02,372.8,1542.7698,-47.4704,1.5148000000000013,29.4462665502494
1737,1737,2022/8/30 14:43:32,372.2,1542.7605,-47.4447,1.5800999999999947,30.499168575328586
1738,1738,2022/8/30 14:44:02,371.6,1542.7535,-47.4801,1.540200000000006,29.857700404650313
1739,1739,2022/8/30 14:44:32,371.0,1542.7454,-47.4365,1.5133999999999996,29.423519047496605
1740,1740,2022/8/30 14:45:02,370.4,1542.735,-47.4522,1.5536999999999943,30.07539850132869
1741,1741,2022/8/30 14:45:32,369.8,1542.7317,-47.4831,1.5690000000000035,30.321306323792275
1742,1742,2022/8/30 14:46:02,369.3,1542.7216,-47.4372,1.5309999999999964,29.70895498638135
1743,1743,2022/8/30 14:46:32,368.6,1542.7086,-47.4657,1.5675999999999972,30.2988409460055
1744,1744,2022/8/30 14:47:02,368.1,1542.7115,-47.4629,1.5636999999999956,30.236220622009036
1745,1745,2022/8/30 14:47:32,367.5,1542.6998,-47.4267,1.534899999999998,29.772048586700137
1746,1746,2022/8/30 14:48:02,366.9,1542.687,-47.4493,1.5647000000000004,30.252282476591475
1747,1747,2022/8/30 14:48:32,366.3,1542.6818,-47.4218,1.5645999999999993,30.250676457555148
1748,1748,2022/8/30 14:49:02,365.7,1542.6746,-47.4481,1.5476000000000036,29.9771150136513
1749,1749,2022/8/30 14:49:32,365.2,1542.6663,-47.4293,1.5597999999999987,30.173544039192425
1750,1750,2022/8/30 14:50:02,364.6,1542.6608,-47.4099,1.585699999999999,30.588728505396713
1751,1751,2022/8/30 14:50:32,364.0,1542.6533,-47.4363,1.554299999999999,30.085058274742547
1752,1752,2022/8/30 14:51:02,363.5,1542.6442,-47.4247,1.5853999999999981,30.58393357901684
1753,1753,2022/8/30 14:51:32,362.9,1542.6355,-47.441,1.571900000000004,30.367818717939777
1754,1754,2022/8/30 14:52:02,362.3,1542.6259,-47.4354,1.568900000000004,30.319701894107094
1755,1755,2022/8/30 14:52:32,361.7,1542.6213,-47.4023,1.592900000000001,30.70370742801163
1756,1756,2022/8/30 14:53:02,361.2,1542.6126,-47.4664,1.5533000000000032,30.068957910931456
1757,1757,2022/8/30 14:53:32,360.6,1542.6058,-47.4187,1.5554999999999997,30.104373818389995
1758,1758,2022/8/30 14:54:02,360.0,1542.5944,-47.4544,1.5522999999999985,30.0528538394476
1759,1759,2022/8/30 14:54:32,359.4,1542.5882,-47.4378,1.5596000000000017,30.170328338016937
1760,1760,2022/8/30 14:55:02,358.9,1542.583,-47.4081,1.5981999999999945,30.788222970848008
1761,1761,2022/8/30 14:55:32,358.3,1542.5764,-47.4068,1.558299999999994,30.149422670330505
1762,1762,2022/8/30 14:56:02,357.8,1542.5608,-47.4226,1.5533000000000003,30.068957910931402
1763,1763,2022/8/30 14:56:32,357.2,1542.5556,-47.4185,1.573600000000002,30.39507016778946
1764,1764,2022/8/30 14:57:02,356.6,1542.5496,-47.4449,1.5831999999999962,30.548760663073292
1765,1765,2022/8/30 14:57:32,356.1,1542.5408,-47.4121,1.5707999999999944,30.35017974170812
1766,1766,2022/8/30 14:58:02,355.5,1542.5371,-47.418,1.5892999999999975,30.64624179409056
1767,1767,2022/8/30 14:58:32,355.0,1542.528,-47.4407,1.5809999999999989,30.51356992511713
1768,1768,2022/8/30 14:59:02,354.4,1542.5216,-47.4042,1.5887000000000036,30.63665955640108
1769,1769,2022/8/30 14:59:32,353.8,1542.5153,-47.4205,1.5738000000000063,30.398275519459617
1770,1770,2022/8/30 15:00:02,353.3,1542.5071,-47.4168,1.6011999999999993,30.836016263543208
1771,1771,2022/8/30 15:00:32,352.7,1542.4976,-47.4079,1.5749999999999988,30.417504529939453
1772,1772,2022/8/30 15:01:02,352.2,1542.4878,-47.4286,1.570899999999998,30.35178346962306
1773,1773,2022/8/30 15:01:32,351.6,1542.4817,-47.3991,1.564000000000005,30.241039566719618
1774,1774,2022/8/30 15:02:02,351.1,1542.4728,-47.4331,1.5559000000000045,30.11081114701203
1775,1775,2022/8/30 15:02:32,350.5,1542.4677,-47.426,1.571199999999996,30.356594431810468
1776,1776,2022/8/30 15:03:02,350.0,1542.4627,-47.3969,1.5525999999999989,30.05768545024916
1777,1777,2022/8/30 15:03:32,349.5,1542.4501,-47.4446,1.5839999999999967,30.561552875901764
1778,1778,2022/8/30 15:04:02,348.9,1542.4466,-47.4025,1.5695999999999997,30.33093212613153
1779,1779,2022/8/30 15:04:32,348.4,1542.4404,-47.3903,1.5718000000000016,30.366215359254333
1780,1780,2022/8/30 15:05:02,347.8,1542.4349,-47.4139,1.5439999999999978,29.919046835320614
1781,1781,2022/8/30 15:05:32,347.3,1542.4246,-47.3871,1.5788000000000042,30.478361356117976
1782,1782,2022/8/30 15:06:02,346.7,1542.4195,-47.3758,1.573800000000004,30.398275519459585
1783,1783,2022/8/30 15:06:32,346.2,1542.408,-47.4096,1.5755999999999952,30.4271170429234
1784,1784,2022/8/30 15:07:02,345.7,1542.4046,-47.375,1.590600000000003,30.666998768152663
1785,1785,2022/8/30 15:07:32,345.1,1542.3955,-47.4028,1.5630000000000008,30.224975123063455
1786,1786,2022/8/30 15:08:02,344.6,1542.3829,-47.3988,1.5706000000000022,30.346972175094727
1787,1787,2022/8/30 15:08:32,344.0,1542.3713,-47.4691,1.549499999999998,30.007742707206216
1788,1788,2022/8/30 15:09:02,343.5,1542.373,-47.4071,1.5399000000000016,29.852854978893998
1789,1789,2022/8/30 15:09:32,343.0,1542.3618,-47.3833,1.586000000000004,30.593523100566312
1790,1790,2022/8/30 15:10:02,342.5,1542.3601,-47.3722,1.5792999999999997,30.486364869828883
1791,1791,2022/8/30 15:10:32,341.9,1542.3497,-47.423,1.5587000000000053,30.15585584999112
1792,1792,2022/8/30 15:11:02,341.4,1542.3416,-47.3807,1.5804000000000007,30.503969356865323
1793,1793,2022/8/30 15:11:32,340.9,1542.3292,-47.4303,1.555400000000002,30.1027643935918
1794,1794,2022/8/30 15:12:02,340.3,1542.3285,-47.4019,1.576800000000002,30.446338085296908
1795,1795,2022/8/30 15:12:32,339.8,1542.3241,-47.3665,1.5079,29.33408283333776
1796,1796,2022/8/30 15:13:02,339.3,1542.315,-47.3936,1.5492,30.002907646363063
1797,1797,2022/8/30 15:13:32,338.8,1542.3073,-47.385,1.5457999999999936,29.948086941297248
1798,1798,2022/8/30 15:14:02,338.2,1542.2998,-47.3746,1.544999999999998,29.935181713458825
1799,1799,2022/8/30 15:14:32,337.7,1542.2918,-47.42,1.5308000000000002,29.70571788959669
1800,1800,2022/8/30 15:15:02,337.2,1542.2874,-47.3899,1.5559999999999985,30.11242038652895
1801,1801,2022/8/30 15:15:32,336.7,1542.2785,-47.3734,1.5660999999999996,30.274762860636553
1802,1802,2022/8/30 15:16:02,336.2,1542.2765,-47.367,1.5334999999999996,29.749406120596888
1803,1803,2022/8/30 15:16:32,335.6,1542.2596,-47.3727,1.553899999999995,30.07861857408409
1804,1804,2022/8/30 15:17:02,335.1,1542.2581,-47.3759,1.546400000000002,29.957764302238253
1805,1805,2022/8/30 15:17:32,334.6,1542.2515,-47.4242,1.5453000000000054,29.94002145248225
1806,1806,2022/8/30 15:18:02,334.1,1542.2492,-47.3925,1.5281999999999945,29.663622062866256
1807,1807,2022/8/30 15:18:32,333.5,1542.2391,-47.3725,1.546300000000001,29.95615150159228
1808,1808,2022/8/30 15:19:02,333.0,1542.2287,-47.4012,1.5367999999999957,29.80276597538384
1809,1809,2022/8/30 15:19:32,332.5,1542.2211,-47.3725,1.548999999999998,29.999684086910285
1810,1810,2022/8/30 15:20:02,332.0,1542.2143,-47.4121,1.5324999999999953,29.73322846112235
1811,1811,2022/8/30 15:20:32,331.5,1542.2068,-47.3908,1.5495000000000003,30.007742707206265
1812,1812,2022/8/30 15:21:02,331.0,1542.1999,-47.3658,1.5281999999999991,29.663622062866324
1813,1813,2022/8/30 15:21:32,330.5,1542.193,-47.425,1.5107000000000008,29.379628150170863
1814,1814,2022/8/30 15:22:02,330.0,1542.1874,-47.3986,1.5059999999999942,29.30316035505968
1815,1815,2022/8/30 15:22:32,329.5,1542.1832,-47.3596,1.5186999999999966,29.50959594104743
1816,1816,2022/8/30 15:23:02,329.0,1542.1712,-47.4252,1.5158000000000047,29.46251027753912
1817,1817,2022/8/30 15:23:32,328.4,1542.1707,-47.4013,1.517099999999996,29.48362153210462
1818,1818,2022/8/30 15:24:02,327.9,1542.1658,-47.3529,1.5318000000000005,29.721901882885128
1819,1819,2022/8/30 15:24:32,327.4,1542.1532,-47.4026,1.5103999999999957,29.374749699212497
1820,1820,2022/8/30 15:25:02,326.9,1542.1463,-47.3616,1.5112999999999996,29.38938404117124
1821,1821,2022/8/30 15:25:32,326.5,1542.143,-47.3532,1.5319999999999976,29.72513823438652
1822,1822,2022/8/30 15:26:02,325.9,1542.1327,-47.4105,1.5264999999999973,29.6360842393158
1823,1823,2022/8/30 15:26:32,325.5,1542.127,-47.3645,1.5118000000000025,29.397512920812076
1824,1824,2022/8/30 15:27:02,325.0,1542.124,-47.3477,1.500699999999996,29.216831379907127
1825,1825,2022/8/30 15:27:32,324.5,1542.1156,-47.3792,1.4964000000000024,29.146713437715
1826,1826,2022/8/30 15:28:02,324.0,1542.1089,-47.3745,1.4831999999999976,28.931033481309463
1827,1827,2022/8/30 15:28:32,323.5,1542.1041,-47.3467,1.4887999999999968,29.02261413640309
1828,1828,2022/8/30 15:29:02,322.9,1542.0963,-47.3693,1.4975999999999976,29.166288219805647
1829,1829,2022/8/30 15:29:32,322.5,1542.0832,-47.3713,1.493100000000002,29.092854889943432
1830,1830,2022/8/30 15:30:02,322.0,1542.0838,-47.3552,1.4841999999999975,28.947395831740007
1831,1831,2022/8/30 15:30:32,321.5,1542.0795,-47.3491,1.5040000000000036,29.270595759542484
1832,1832,2022/8/30 15:31:02,321.0,1542.0705,-47.4035,1.4930999999999972,29.092854889943357
1833,1833,2022/8/30 15:31:32,320.5,1542.0635,-47.3408,1.4671000000000007,28.667080353062012
1834,1834,2022/8/30 15:32:02,320.0,1542.0565,-47.3644,1.493600000000002,29.101017906799253
1835,1835,2022/8/30 15:32:32,319.5,1542.0504,-47.383,1.4827000000000026,28.922850893146933
1836,1836,2022/8/30 15:33:02,319.0,1542.0429,-47.3477,1.4844999999999984,28.952303802238063
1837,1837,2022/8/30 15:33:32,318.5,1542.037,-47.3616,1.4757,28.808195688000737
1838,1838,2022/8/30 15:34:02,318.1,1542.0298,-47.3845,1.486999999999996,28.99319037454663
1839,1839,2022/8/30 15:34:32,317.6,1542.027,-47.3447,1.4632000000000025,28.602994036556986
1840,1840,2022/8/30 15:35:02,317.1,1542.0178,-47.3578,1.4784000000000024,28.852441733322344
1841,1841,2022/8/30 15:35:32,316.6,1542.0129,-47.3987,1.4690000000000023,28.69828104985932
1842,1842,2022/8/30 15:36:02,316.1,1542.0024,-47.3526,1.4570000000000047,28.50099468400004
1843,1843,2022/8/30 15:36:32,315.6,1541.9968,-47.3537,1.4659000000000035,28.647367615681905
1844,1844,2022/8/30 15:37:02,315.2,1541.9951,-47.3651,1.4593000000000047,28.538850144167196
1845,1845,2022/8/30 15:37:32,314.7,1541.988,-47.3734,1.4488999999999983,28.36751788883076
1846,1846,2022/8/30 15:38:02,314.2,1541.9839,-47.3375,1.4705000000000028,28.722903538735288
1847,1847,2022/8/30 15:38:32,313.7,1541.9758,-47.3507,1.4559000000000033,28.4828828105512
1848,1848,2022/8/30 15:39:02,313.3,1541.9663,-47.3552,1.4363000000000041,28.159391865546407
1849,1849,2022/8/30 15:39:32,312.8,1541.9612,-47.3309,1.435400000000003,28.14450260262632
1850,1850,2022/8/30 15:40:02,312.3,1541.9533,-47.3792,1.4548999999999963,28.46641348972978
1851,1851,2022/8/30 15:40:32,311.8,1541.9461,-47.3658,1.4297999999999993,28.051788938356125
1852,1852,2022/8/30 15:41:02,311.4,1541.9417,-47.3357,1.4336000000000024,28.114714818562824
1853,1853,2022/8/30 15:41:32,310.9,1541.9413,-47.3288,1.4353999999999987,28.14450260262625
1854,1854,2022/8/30 15:42:02,310.4,1541.9289,-47.3802,1.398900000000004,27.538052838701564
1855,1855,2022/8/30 15:42:32,310.0,1541.9263,-47.3319,1.4414999999999991,28.245358328499226
1856,1856,2022/8/30 15:43:02,309.5,1541.9191,-47.336,1.4086999999999954,27.70138129469524
1857,1857,2022/8/30 15:43:32,309.0,1541.9067,-47.3684,1.4541999999999968,28.454882708587306
1858,1858,2022/8/30 15:44:02,308.6,1541.909,-47.3621,1.4274000000000007,28.012017899442174
1859,1859,2022/8/30 15:44:32,308.1,1541.9013,-47.3265,1.4156000000000015,27.816156961652403
1860,1860,2022/8/30 15:45:02,307.6,1541.896,-47.3463,1.4384999999999992,28.19577485446587
1861,1861,2022/8/30 15:45:32,307.2,1541.8821,-47.3444,1.4189999999999967,27.87264605662393
1862,1862,2022/8/30 15:46:02,306.7,1541.8816,-47.3307,1.4257999999999948,27.985491660714843
1863,1863,2022/8/30 15:46:32,306.2,1541.8715,-47.3965,1.397799999999998,27.519697036253046
1864,1864,2022/8/30 15:47:02,305.7,1541.8704,-47.3822,1.3866000000000005,27.33253669356076
1865,1865,2022/8/30 15:47:32,305.3,1541.8625,-47.3356,1.4005000000000005,27.56474388962121
1866,1866,2022/8/30 15:48:02,304.8,1541.8551,-47.3667,1.4061000000000012,27.65808516826101
1867,1867,2022/8/30 15:48:32,304.4,1541.8503,-47.3728,1.3938000000000033,27.452909458102106
1868,1868,2022/8/30 15:49:02,303.9,1541.8418,-47.3372,1.3871999999999969,27.34257538116207
1869,1869,2022/8/30 15:49:32,303.5,1541.8355,-47.3564,1.3796999999999966,27.216992047889164
1870,1870,2022/8/30 15:50:02,303.0,1541.8327,-47.3758,1.3620000000000017,26.919754099089086
1871,1871,2022/8/30 15:50:32,302.5,1541.8268,-47.3618,1.384500000000002,27.297390363138295
1872,1872,2022/8/30 15:51:02,302.1,1541.8206,-47.3303,1.3869999999999998,27.339229306060034
1873,1873,2022/8/30 15:51:32,301.6,1541.8169,-47.3403,1.3525000000000058,26.759719317830644
1874,1874,2022/8/30 15:52:02,301.2,1541.809,-47.3711,1.361599999999995,26.913022849716093
1875,1875,2022/8/30 15:52:32,300.7,1541.799,-47.3472,1.3462000000000003,26.653397773479703
1876,1876,2022/8/30 15:53:02,300.3,1541.7957,-47.3452,1.3231999999999975,26.263927754039628
1877,1877,2022/8/30 15:53:32,299.8,1541.792,-47.3857,1.3562999999999996,26.823775241674966
1878,1878,2022/8/30 15:54:02,299.4,1541.786,-47.3379,1.3672000000000055,27.00720394695336
1879,1879,2022/8/30 15:54:32,298.9,1541.7783,-47.3455,1.3687999999999951,27.03409053381077
1880,1880,2022/8/30 15:55:02,298.5,1541.7716,-47.4043,1.3492000000000033,26.704046315951487
1881,1881,2022/8/30 15:55:32,298.0,1541.7643,-47.334,1.342300000000001,26.58750234135492
1882,1882,2022/8/30 15:56:02,297.6,1541.766,-47.3313,1.3502000000000005,26.720921390095143
1883,1883,2022/8/30 15:56:32,297.1,1541.7571,-47.331,1.334400000000002,26.453840376861603
1884,1884,2022/8/30 15:57:02,296.7,1541.751,-47.3946,1.337600000000006,26.5080112301854
1885,1885,2022/8/30 15:57:32,296.3,1541.7462,-47.3485,1.3388999999999995,26.53000674050979
1886,1886,2022/8/30 15:58:02,295.8,1541.7392,-47.3264,1.3233000000000006,26.26562557030048
1887,1887,2022/8/30 15:58:32,295.4,1541.7349,-47.3418,1.3130999999999957,26.092246783267747
1888,1888,2022/8/30 15:59:02,294.9,1541.7283,-47.3628,1.3243999999999945,26.284298969214923
